PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,Unnamed: 0,StartUpCost_pu,NoLoadCost_pu,Nunits,CHPPowerLossFactor,CHPMaxHeat,InitialPower,Type,JRC_id,RampUpMax,RampDownMax,RampStartUpMaximum,RampShutDownMaximum,CostFixed
6970.0,ES_PHOT_SUN,ES,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,ES_PHOT_SUN,0,0.0,1.0,,,,,,,,,,
2723.0,ES_HROR_WAT,ES,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,ES_HROR_WAT,0,0.0,1.0,,,,,,,,,,
24669.7,ES_HPHS_WAT,ES,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,,0.0,0.0,1.0,0.0,0.0,,,13674197.4,0.0,5593.4,0.8,ES_HPHS_WAT,0,0.0,1.0,,,,,,,,,,
22772.1,ES_WTON_WIN,ES,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,ES_WTON_WIN,0,0.0,1.0,,,,,,,,,,
39.17908676,ES_STUR_WST,ES,STUR,WST,0.2,0.0,0.0,0.02,0.02,,,0.0,0.0,0.2,0.0,0.0,,,,,,,ES_STUR_WST,0,0.0,5.0,,,,,,,,,,
47.0,BG_STUR_BIO,BG,STUR,BIO,0.35,4.0,6.0,0.02,0.02,,,0.0,0.5,0.35,,0.0,,,,,,,BG_STUR_BIO,65,,1.0,,,,,,,,,,
53.95920986,BG_COMC_GAS,BG,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,BG_COMC_GAS,55,0.0,1.0,,,,,,,,,,
54.49880195,BG_GTUR_GAS,BG,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,BG_GTUR_GAS,0,0.0,1.0,,,,,,,,,,
110.8861763,BG_STUR_GAS,BG,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,,0.0,0.4,0.38,0.0,0.0,,,,,,,BG_STUR_GAS,0,0.0,4.0,,,,,,,,,,
697.4285714,BG_STUR_LIG,BG,STUR,LIG,0.393,8.0,8.0,0.01520979,0.017482517,,,0.0,0.389,0.4075,5.0,1.05,,,,,,,BG_STUR_LIG,65,12.56164384,7.0,,,,,,,,,,
1000.0,BG_STUR_NUC,BG,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,,0.0,0.5,1.0,12.0,0.0,,,,,,,BG_STUR_NUC,300,0.0,2.0,,,,,,,,,,
1043.0,BG_PHOT_SUN,BG,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,BG_PHOT_SUN,0,0.0,1.0,,,,,,,,,,
2943.0,BG_HPHS_WAT,BG,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,,0.0,0.0,1.0,0.0,0.0,,,2240914.0,0.0,1399.0,0.8,BG_HPHS_WAT,0,0.0,1.0,,,,,,,,,,
701.0,BG_WTON_WIN,BG,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,BG_WTON_WIN,0,0.0,1.0,,,,,,,,,,
34.533508541392905,LU_GTUR_GAS,LU,GTUR,GAS,0.425,0.0,0.0,0.166666666666667,0.166666666666667,,,0.0,0.2,0.425,0.166666666666667,0.564705882352941,,,,,,,LU_GTUR_GAS,0,0.0,2.0,,,,,,,,,,
11.0,LU_HDAM_WAT,LU,HDAM,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,,0.0,0.0,1.0,0.0,0.0,,,55.0,0.0,0.0,0.8,LU_HDAM_WAT,0,0.0,1.0,,,,,,,,,,
25.0,LU_HROR_WAT,LU,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,LU_HROR_WAT,0,0.0,1.0,,,,,,,,,,
124.0,LU_WTON_WIN,LU,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,LU_WTON_WIN,0,0.0,1.0,,,,,,,,,,
21.0,LU_STUR_WST,LU,STUR,WST,0.2,0.0,0.0,0.02,0.02,,,0.0,0.0,0.2,0.0,0.0,,,,,,,LU_STUR_WST,0,0.0,1.0,,,,,,,,,,
167.1359652,IT_STUR_BIO,IT,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,,,,,IT_STUR_BIO,120,12.5,4.0,0.0,167.1359652,,,,,,,,
417.8142394,IT_COMC_GAS,IT,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,IT_COMC_GAS,55,0.0,66.0,,,,,,,,,,
61.93996401,IT_GTUR_GAS,IT,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,IT_GTUR_GAS,0,0.0,15.0,,,,,,,,,,
9.892696143,IT_ICEN_GAS,IT,ICEN,GAS,0.49,0.0,0.0,1.0,1.0,,,0.0,0.3,0.49,0.0,0.489795918,,,,,,,IT_ICEN_GAS,0,0.0,30.0,,,,,,,,,,
687.592691,IT_STUR_HRD,IT,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,,0.0,0.3,0.46,2.0,0.81,,,,,,,IT_STUR_HRD,65,0.0,9.0,,,,,,,,,,
382.6956522,IT_STUR_OIL,IT,STUR,OIL,0.33,4.0,4.0,0.02,0.02,,,0.0,0.4,0.33,0.0,0.799636364,,,,,,,IT_STUR_OIL,65,0.0,23.0,,,,,,,,,,
19288.0,IT_PHOT_SUN,IT,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,IT_PHOT_SUN,0,0.0,1.0,,,,,,,,,,
10482.0,IT_HROR_WAT,IT,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,IT_HROR_WAT,0,0.0,1.0,,,,,,,,,,
11290.0,IT_HPHS_WAT,IT,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,,0.0,0.0,1.0,0.0,0.0,,,4485036.0,0.0,7064.0,0.8,IT_HPHS_WAT,0,0.0,1.0,,,,,,,,,,
9416.0,IT_WTON_WIN,IT,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,IT_WTON_WIN,0,0.0,1.0,,,,,,,,,,
148.7807487,IT_STUR_OTH,IT,STUR,OTH,0.3,4.0,4.0,0.02,0.02,,,0.0,0.5,0.3,0.0,0.0,,,,,,,IT_STUR_OTH,65,0.0,88.0,,,,,,,,,,
120.0,IT_STUR_GEO,IT,STUR,GEO,0.1,0.0,0.0,0.02,0.02,,,0.0,0.0,0.1,0.0,0.0,,,,,,,IT_STUR_GEO,0,0.0,8.0,,,,,,,,,,
159.1436212,UK_STUR_BIO,UK,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,,,,,UK_STUR_BIO,120,12.5,2.0,0.0,159.1436212,,,,,,,,
414.0198211,UK_COMC_GAS,UK,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,UK_COMC_GAS,55,0.0,60.0,,,,,,,,,,
60.13424818,UK_GTUR_GAS,UK,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,UK_GTUR_GAS,0,0.0,11.0,,,,,,,,,,
9.680959146,UK_ICEN_GAS,UK,ICEN,GAS,0.49,0.0,0.0,1.0,1.0,,,0.0,0.3,0.49,0.0,0.489795918,,,,,,,UK_ICEN_GAS,0,0.0,13.0,,,,,,,,,,
106.8689917,UK_STUR_GAS,UK,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,,0.0,0.4,0.38,0.0,0.0,,,,,,,UK_STUR_GAS,0,0.0,2.0,,,,,,,,,,
731.6666667,UK_STUR_HRD,UK,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,,0.0,0.3,0.46,2.0,0.81,,,,,,,UK_STUR_HRD,65,0.0,21.0,,,,,,,,,,
997.8888889,UK_STUR_NUC,UK,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,,0.0,0.5,1.0,12.0,0.0,,,,,,,UK_STUR_NUC,300,0.0,9.0,,,,,,,,,,
11500.0,UK_PHOT_SUN,UK,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,UK_PHOT_SUN,0,0.0,1.0,,,,,,,,,,
2744.0,UK_HPHS_WAT,UK,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,,0.0,0.0,1.0,0.0,0.0,,,13720.0,0.0,2744.0,0.8,UK_HPHS_WAT,0,0.0,1.0,,,,,,,,,,
5000.0,UK_WTOF_WIN,UK,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,UK_WTOF_WIN,0,0.0,1.0,,,,,,,,,,
10000.0,UK_WTON_WIN,UK,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,UK_WTON_WIN,0,0.0,1.0,,,,,,,,,,
149.841785,UK_STUR_OTH,UK,STUR,OTH,0.3,4.0,4.0,0.02,0.02,,,0.0,0.5,0.3,0.0,0.0,,,,,,,UK_STUR_OTH,65,0.0,29.0,,,,,,,,,,
1690.0,GRAND MAISON,FR,HPHS,WAT,0.86,0.0,0.0,0.1775147929,0.1775147929,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,62530.0,0.0,1690.0,0.86,,,,,,,,,,18000.0,,,,
1500.0,CHOOZ 1,FR,STUR,NUC,0.405,24.0,24.0,0.0022866667,0.0022866667,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1500.0,CHOOZ 2,FR,STUR,NUC,0.405,24.0,24.0,0.0022866667,0.0022866667,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1495.0,CIVAUX 2,FR,STUR,NUC,0.405,24.0,24.0,0.0022943144,0.0022943144,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1495.0,CIVAUX 1,FR,STUR,NUC,0.405,24.0,24.0,0.0022943144,0.0022943144,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1335.0,ST ALBAN 2,FR,STUR,NUC,0.405,24.0,24.0,0.0025692884,0.0025692884,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1335.0,ST ALBAN 1,FR,STUR,NUC,0.405,24.0,24.0,0.0025692884,0.0025692884,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1330.0,PENLY 2,FR,STUR,NUC,0.405,24.0,24.0,0.0025789474,0.0025789474,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1330.0,PENLY 1,FR,STUR,NUC,0.405,24.0,24.0,0.0025789474,0.0025789474,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1330.0,FLAMANVILLE 2,FR,STUR,NUC,0.405,24.0,24.0,0.0025789474,0.0025789474,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1330.0,PALUEL 1,FR,STUR,NUC,0.405,24.0,24.0,0.0025789474,0.0025789474,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1330.0,FLAMANVILLE 1,FR,STUR,NUC,0.405,24.0,24.0,0.0025789474,0.0025789474,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1330.0,PALUEL 4,FR,STUR,NUC,0.405,24.0,24.0,0.0025789474,0.0025789474,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1330.0,PALUEL 2,FR,STUR,NUC,0.405,24.0,24.0,0.0025789474,0.0025789474,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1330.0,PALUEL 3,FR,STUR,NUC,0.405,24.0,24.0,0.0025789474,0.0025789474,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1310.0,GOLFECH 1,FR,STUR,NUC,0.405,24.0,24.0,0.0026183206,0.0026183206,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1310.0,BELLEVILLE 1,FR,STUR,NUC,0.405,24.0,24.0,0.0026183206,0.0026183206,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1310.0,NOGENT 1,FR,STUR,NUC,0.405,24.0,24.0,0.0026183206,0.0026183206,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1310.0,BELLEVILLE 2,FR,STUR,NUC,0.405,24.0,24.0,0.0026183206,0.0026183206,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1310.0,NOGENT 2,FR,STUR,NUC,0.405,24.0,24.0,0.0026183206,0.0026183206,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1310.0,GOLFECH 2,FR,STUR,NUC,0.405,24.0,24.0,0.0026183206,0.0026183206,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1300.0,CATTENOM 1,FR,STUR,NUC,0.405,24.0,24.0,0.0026384615,0.0026384615,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1300.0,CATTENOM 2,FR,STUR,NUC,0.405,24.0,24.0,0.0026384615,0.0026384615,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1300.0,CATTENOM 4,FR,STUR,NUC,0.405,24.0,24.0,0.0026384615,0.0026384615,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
1300.0,CATTENOM 3,FR,STUR,NUC,0.405,24.0,24.0,0.0026384615,0.0026384615,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
915.0,TRICASTIN 1,FR,STUR,NUC,0.405,24.0,24.0,0.0037486339,0.0037486339,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
915.0,TRICASTIN 2,FR,STUR,NUC,0.405,24.0,24.0,0.0037486339,0.0037486339,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
915.0,ST LAURENT 2,FR,STUR,NUC,0.405,24.0,24.0,0.0037486339,0.0037486339,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
915.0,CRUAS 2,FR,STUR,NUC,0.405,24.0,24.0,0.0037486339,0.0037486339,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
915.0,CRUAS 1,FR,STUR,NUC,0.405,24.0,24.0,0.0037486339,0.0037486339,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
915.0,CRUAS 3,FR,STUR,NUC,0.405,24.0,24.0,0.0037486339,0.0037486339,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
915.0,ST LAURENT 1,FR,STUR,NUC,0.405,24.0,24.0,0.0037486339,0.0037486339,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
915.0,TRICASTIN 4,FR,STUR,NUC,0.405,24.0,24.0,0.0037486339,0.0037486339,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
915.0,CRUAS 4,FR,STUR,NUC,0.405,24.0,24.0,0.0037486339,0.0037486339,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
915.0,TRICASTIN 3,FR,STUR,NUC,0.405,24.0,24.0,0.0037486339,0.0037486339,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
910.0,MONTEZIC,FR,HPHS,WAT,0.86,0.0,0.0,0.3296703297,0.3296703297,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,33670.0,0.0,910.0,0.86,,,,,,,,,,18000.0,,,,
910.0,GRAVELINES 6,FR,STUR,NUC,0.405,24.0,24.0,0.0037692308,0.0037692308,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
910.0,GRAVELINES 5,FR,STUR,NUC,0.405,24.0,24.0,0.0037692308,0.0037692308,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
910.0,BLAYAIS 2,FR,STUR,NUC,0.405,24.0,24.0,0.0037692308,0.0037692308,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
910.0,GRAVELINES 4,FR,STUR,NUC,0.405,24.0,24.0,0.0037692308,0.0037692308,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
910.0,BUGEY 2,FR,STUR,NUC,0.405,24.0,24.0,0.0037692308,0.0037692308,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
910.0,BLAYAIS 3,FR,STUR,NUC,0.405,24.0,24.0,0.0037692308,0.0037692308,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
910.0,BLAYAIS 4,FR,STUR,NUC,0.405,24.0,24.0,0.0037692308,0.0037692308,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
910.0,GRAVELINES 3,FR,STUR,NUC,0.405,24.0,24.0,0.0037692308,0.0037692308,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
910.0,GRAVELINES 1,FR,STUR,NUC,0.405,24.0,24.0,0.0037692308,0.0037692308,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
910.0,BUGEY 3,FR,STUR,NUC,0.405,24.0,24.0,0.0037692308,0.0037692308,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
910.0,GRAVELINES 2,FR,STUR,NUC,0.405,24.0,24.0,0.0037692308,0.0037692308,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
910.0,BLAYAIS 1,FR,STUR,NUC,0.405,24.0,24.0,0.0037692308,0.0037692308,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
905.0,CHINON 4,FR,STUR,NUC,0.405,24.0,24.0,0.0037900552,0.0037900552,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
905.0,CHINON 3,FR,STUR,NUC,0.405,24.0,24.0,0.0037900552,0.0037900552,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
905.0,CHINON 2,FR,STUR,NUC,0.405,24.0,24.0,0.0037900552,0.0037900552,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
905.0,CHINON 1,FR,STUR,NUC,0.405,24.0,24.0,0.0037900552,0.0037900552,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
890.0,DAMPIERRE 4,FR,STUR,NUC,0.405,24.0,24.0,0.0038539326,0.0038539326,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
890.0,DAMPIERRE 3,FR,STUR,NUC,0.405,24.0,24.0,0.0038539326,0.0038539326,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
890.0,DAMPIERRE 1,FR,STUR,NUC,0.405,24.0,24.0,0.0038539326,0.0038539326,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
890.0,DAMPIERRE 2,FR,STUR,NUC,0.405,24.0,24.0,0.0038539326,0.0038539326,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
880.0,BUGEY 5,FR,STUR,NUC,0.405,24.0,24.0,0.0038977273,0.0038977273,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
880.0,FESSENHEIM 2,FR,STUR,NUC,0.405,24.0,24.0,0.0038977273,0.0038977273,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
880.0,FESSENHEIM 1,FR,STUR,NUC,0.405,24.0,24.0,0.0038977273,0.0038977273,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
880.0,BUGEY 4,FR,STUR,NUC,0.405,24.0,24.0,0.0038977273,0.0038977273,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,205.8,,,,
808.0,REVIN,FR,HPHS,WAT,0.86,0.0,0.0,0.3712871287,0.3712871287,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,29896.0,0.0,808.0,0.86,,,,,,,,,,18000.0,,,,
796.0,DK6,FR,COMC,GAS,0.525,5.0,1.0,0.0140326633,0.0140326633,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,670.2,,,,
742.0,SUPER BISSORTE,FR,HPHS,WAT,0.86,0.0,0.0,0.4043126685,0.4043126685,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,27454.0,0.0,742.0,0.86,,,,,,,,,,18000.0,,,,
685.0,CORDEMAIS 3,FR,STUR,OIL,0.41,8.0,6.0,0.0072992701,0.0072992701,35280.965,0.0,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,300.0,,,,
685.0,ARAMON 1,FR,STUR,OIL,0.41,8.0,6.0,0.0072992701,0.0072992701,35280.965,0.0,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,300.0,,,,
685.0,ARAMON 2,FR,STUR,OIL,0.41,8.0,6.0,0.0072992701,0.0072992701,35280.965,0.0,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,300.0,,,,
685.0,CORDEMAIS 2,FR,STUR,OIL,0.41,8.0,6.0,0.0072992701,0.0072992701,35280.965,0.0,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,300.0,,,,
595.0,EMILE HUCHET 6,FR,STUR,HRD,0.395,8.0,6.0,0.0084033613,0.0084033613,117242.17,0.0,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,300.0,,,,
595.0,PROVENCE 5,FR,STUR,HRD,0.395,8.0,6.0,0.0084033613,0.0084033613,117242.17,0.0,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,300.0,,,,
585.0,PORCHEVILLE 2,FR,STUR,OIL,0.41,8.0,6.0,0.0085470085,0.0085470085,35280.965,0.0,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,300.0,,,,
585.0,PORCHEVILLE 1,FR,STUR,OIL,0.41,8.0,6.0,0.0085470085,0.0085470085,35280.965,0.0,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,300.0,,,,
585.0,PORCHEVILLE 4,FR,STUR,OIL,0.41,8.0,6.0,0.0085470085,0.0085470085,35280.965,0.0,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,300.0,,,,
580.0,HAVRE 4,FR,STUR,HRD,0.395,8.0,6.0,0.0086206897,0.0086206897,117242.17,0.0,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,300.0,,,,
580.0,CORDEMAIS 5,FR,STUR,HRD,0.395,8.0,6.0,0.0086206897,0.0086206897,117242.17,0.0,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,300.0,,,,
580.0,CORDEMAIS 4,FR,STUR,HRD,0.395,8.0,6.0,0.0086206897,0.0086206897,117242.17,0.0,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,300.0,,,,
546.0,BATHIE,FR,HDAM,WAT,0.85,0.0,0.0,0.1648351648,0.1648351648,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,226044.0,0.0,0.0,0.86,,,,,,,,,,5400.0,,,,
535.0,PORCHEVILLE 3,FR,STUR,OIL,0.41,8.0,6.0,0.0093457944,0.0093457944,35280.965,0.0,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,300.0,,,,
485.0,CHEYLAS,FR,HPHS,WAT,0.86,0.0,0.0,0.618556701,0.618556701,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,17945.0,0.0,485.0,0.86,,,,,,,,,,18000.0,,,,
465.0,MARTIGUES PONTEAU 5,FR,COMC,GAS,0.525,5.0,1.0,0.0240215054,0.0240215054,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,670.2,,,,
465.0,MARTIGUES PONTEAU 6,FR,COMC,GAS,0.525,5.0,1.0,0.0240215054,0.0240215054,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,670.2,,,,
447.0,POUGET,FR,HDAM,WAT,0.85,0.0,0.0,0.2013422819,0.2013422819,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,185058.0,0.0,0.0,0.86,,,,,,,,,,5400.0,,,,
435.0,SPEM,FR,COMC,GAS,0.525,5.0,1.0,0.0256781609,0.0256781609,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,670.2,,,,
428.0,CYCOFOS,FR,COMC,GAS,0.525,5.0,1.0,0.0260981308,0.0260981308,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,670.2,,,,
427.0,BLENOD 5,FR,COMC,GAS,0.525,5.0,1.0,0.0261592506,0.0261592506,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,670.2,,,,
425.0,COMBIGOLFE,FR,COMC,GAS,0.525,5.0,1.0,0.0262823529,0.0262823529,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,670.2,,,,
