Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption
,HKW III,278.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0401798561,0.0401798561,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Hagen-Kabel,250.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.04468,0.04468,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Koepchenwerk,153.0,,DE,,,HPHS,WAT,0.86,0.0,0.0,1.9607843137,1.9607843137,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,963.9,0.0,153.0,0.86,,
,Kraftwerk Ramerbracke,123.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0908130081,0.0908130081,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,Kraftwerk Ensdorf,117.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0427350427,0.0427350427,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,Frechen/Wachtberg,113.0,,DE,,,STUR,LIG,0.385,8.0,6.0,0.0442477876,0.0442477876,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,
,HKW Merkenich,110.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.1015454545,0.1015454545,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET PHOT_DE,38994.0,,DE,,,PHOT,SUN,1.0,0.0,0.0,0.0230804739,0.0230804739,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,DispaSET WindOn_DE,39790.0,,DE,,,WTON,WIN,1.0,0.0,0.0,0.0033928123,0.0033928123,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,DispaSET Biomass_DE,6609.0,,DE,,,STUR,BIO,0.45,8.0,6.0,0.0007565441,0.0007565441,2000.0,,0.0,0.2,0.45,7.0,0.0,,,,,,,,,,,,,,
,DispaSET FossilBrownCoal_DE,1145.0,,DE,,,STUR,LIG,0.385,8.0,6.0,0.0043668122,0.0043668122,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,
,DispaSET FossilGas_DE,8808.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.0012681653,0.0012681653,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET FossilHardCoal_DE,4183.0,,DE,,,STUR,HRD,0.395,8.0,6.0,0.0011953144,0.0011953144,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,
,DispaSET FossilOil_DE,1946.0,,DE,,,STUR,OIL,0.41,8.0,6.0,0.0025693731,0.0025693731,35280.965,,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,
,DispaSET HydroRiver_DE,3397.0,,DE,,,HROR,WAT,1.0,0.0,0.0,0.0647630262,0.0647630262,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,
,DispaSET Waste_DE,1403.0,,DE,,,STUR,WST,0.465,7.335,7.335,0.2300784034,0.2300784034,0.0,,0.0,0.3,0.465,0.0,0.0,,,,,,,,,,,,,,
,DispaSET FossilGas_DE2,1000.0,,DE,,,COMC,GAS,0.525,5.0,1.0,0.01117,0.01117,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
DE_STUR_BIO,DE_STUR_BIO,179.6842299,33.0,DE,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,0.0,179.6842299,,,,,,,,,,
DE_COMC_GAS,DE_COMC_GAS,413.3209324,40.0,DE,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
DE_GTUR_GAS,DE_GTUR_GAS,63.89669551,56.0,DE,,,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,0.0,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
DE_STUR_GAS,DE_STUR_GAS,112.9776875,13.0,DE,,,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,0.0,0.0,0.4,0.38,0.0,0.0,,,,,,,,,,,,,,
DE_STUR_HRD,DE_STUR_HRD,754.4736842,38.0,DE,,,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,0.0,0.0,0.3,0.46,2.0,0.81,,,,,,,,,,,,,,
DE_STUR_LIG,DE_STUR_LIG,759.137931,29.0,DE,,,STUR,LIG,0.393,8.0,8.0,0.01520979,0.017482517,,12.56164384,0.0,0.389,0.4075,5.0,1.05,,,,,,,,,,,,,,
DE_STUR_NUC,DE_STUR_NUC,995.6363636,11.0,DE,,,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,0.0,0.0,0.5,1.0,12.0,0.0,,,,,,,,,,,,,,
DE_PHOT_SUN,DE_PHOT_SUN,40020.0,1.0,DE,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
DE_HROR_WAT,DE_HROR_WAT,3904.0,1.0,DE,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
DE_HPHS_WAT,DE_HPHS_WAT,8567.0,1.0,DE,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,718728.0,0.0,8567.0,0.8,,
DE_WTOF_WIN,DE_WTOF_WIN,4125.0,1.0,DE,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
DE_WTON_WIN,DE_WTON_WIN,45403.0,1.0,DE,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
DE_STUR_WST,DE_STUR_WST,47.26265685,29.0,DE,,,STUR,WST,0.2,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,
DK_STUR_BIO,DK_STUR_BIO,117.8,10.0,DK,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,0.0,117.8,,,,,,,,,,
DK_COMC_GAS,DK_COMC_GAS,297.0546704,2.0,DK,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
DK_GTUR_GAS,DK_GTUR_GAS,60.99289894,11.0,DK,,,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,0.0,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
DK_STUR_GAS,DK_STUR_GAS,112.2555989,13.0,DK,,,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,0.0,0.0,0.4,0.38,0.0,0.0,,,,,,,,,,,,,,
DK_STUR_HRD,DK_STUR_HRD,692.4285714,7.0,DK,,,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,0.0,0.0,0.3,0.46,2.0,0.81,,,,,,,,,,,,,,
DK_STUR_OIL,DK_STUR_OIL,350.3333333,3.0,DK,,,STUR,OIL,0.33,4.0,4.0,0.02,0.02,,0.0,0.0,0.4,0.33,0.0,0.799636364,,,,,,,,,,,,,,
DK_PHOT_SUN,DK_PHOT_SUN,851.0,1.0,DK,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
DK_WTOF_WIN,DK_WTOF_WIN,1271.0,1.0,DK,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
DK_WTON_WIN,DK_WTON_WIN,3978.0,1.0,DK,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
DK_STUR_WST,DK_STUR_WST,47.23770415,7.0,DK,,,STUR,WST,0.2,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,
EE_STUR_BIO,EE_STUR_BIO,77.0,1.0,EE,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,,,,,,,,,,,,,,
EE_ICEN_GAS,EE_ICEN_GAS,10.0,25.0,EE,,,ICEN,GAS,0.49,0.0,0.0,1.0,1.0,,0.0,0.0,0.3,0.49,0.0,0.489795918,,,,,,,,,,,,,,
EE_WTON_WIN,EE_WTON_WIN,375.0,1.0,EE,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
EE_STUR_WST,EE_STUR_WST,20.0,1.0,EE,,,STUR,WST,0.2,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,
EE_STUR_OTH,EE_STUR_OTH,141.0714286,14.0,EE,,,STUR,OTH,0.3,4.0,4.0,0.02,0.02,,0.0,0.0,0.5,0.3,0.0,0.0,,,,,,,,,,,,,,
,AGIOS DIMITRIOS 1,274.0,,EL,,,STUR,LIG,0.3574,6.0,6.0,0.010948905,0.01459854,60000.0,,0.0,0.547445255,0.3284,6.0,1.34,,,,,,,,,,,,,,
,AGIOS DIMITRIOS 2,274.0,,EL,,,STUR,LIG,0.3574,6.0,6.0,0.010948905,0.01459854,60000.0,,0.0,0.547445255,0.3284,6.0,1.34,,,,,,,,,,,,,,
,AGIOS DIMITRIOS 3,283.0,,EL,,,STUR,LIG,0.3588,6.0,6.0,0.010600707,0.014134276,60000.0,,0.0,0.54770318,0.3297,6.0,1.34,,,,,,,,,,,,,,
,AGIOS DIMITRIOS 4,283.0,,EL,,,STUR,LIG,0.3594,6.0,6.0,0.010600707,0.014134276,60000.0,,0.0,0.54770318,0.3303,6.0,1.34,,,,,,,,,,,,,,
,AGIOS DIMITRIOS 5,342.0,,EL,,,STUR,LIG,0.37,6.0,6.0,0.00877193,0.011695906,60000.0,,0.0,0.549707602,0.34,6.0,1.34,,,,,,,,,,,,,,
,ALIVERI 5 CC 1,417.0,,EL,,,COMC,GAS,0.585,2.0,2.0,0.032142857,0.032142857,15000.0,,0.0,0.436450839,0.43875,2.0,0.44,,,,,,,,,,,,,,
,AMYNTAIO 2,273.0,,EL,,,STUR,LIG,0.3591,6.0,6.0,0.010989011,0.014652015,60000.0,,0.0,0.549450549,0.33,6.0,1.31,,,,,,,,,,,,,,
,AMYNTAIO 1,273.0,,EL,,,STUR,LIG,0.3597,6.0,6.0,0.010989011,0.014652015,60000.0,,0.0,0.549450549,0.3305,6.0,1.31,,,,,,,,,,,,,,
,KARDIA 1,275.0,,EL,,,STUR,LIG,0.3517,6.0,6.0,0.010909091,0.018181818,60000.0,,0.0,0.549090909,0.3232,6.0,1.32,,,,,,,,,,,,,,
,KARDIA 3,280.0,,EL,,,STUR,LIG,0.3517,6.0,6.0,0.010909091,0.018181818,60000.0,,0.0,0.55,0.3232,6.0,1.32,,,,,,,,,,,,,,
,KARDIA 2,275.0,,EL,,,STUR,LIG,0.3549,6.0,6.0,0.010714286,0.017857143,60000.0,,0.0,0.549090909,0.3261,6.0,1.32,,,,,,,,,,,,,,
,KARDIA 4,280.0,,EL,,,STUR,LIG,0.3555,6.0,6.0,0.010714286,0.017857143,60000.0,,0.0,0.55,0.3267,6.0,1.32,,,,,,,,,,,,,,
,[KOMOTINI-1 GT 1;KOMOTINI-1 GT 2;KOMOTINI-1 SC 1],476.0,,EL,,,COMC,GAS,0.52,2.0,2.0,0.021008403,0.021008403,15000.0,,0.0,0.273109244,0.39,2.0,0.44,,,,,,,,,,,,,,
,[LAVRIO-IV GT 1;LAVRIO-IV GT 2;LAVRIO-IV GT 3;LAVRIO-IV SC 1],550.0,,EL,,,COMC,GAS,0.51,2.0,2.0,0.021818182,0.021818182,15000.0,,0.0,0.170909091,0.3825,2.0,0.44,,,,,,,,,,,,,,
,LAVRIO-V CC 1,378.0,,EL,,,COMC,GAS,0.562,2.0,2.0,0.027777778,0.027777778,15000.0,,0.0,0.582010582,0.4215,2.0,0.44,,,,,,,,,,,,,,
,MEGALOPOLIS-A NO 3,255.0,,EL,,,STUR,LIG,0.3517,6.0,6.0,0.011764706,0.019607843,60000.0,,0.0,0.603921569,0.3232,6.0,1.49,,,,,,,,,,,,,,
,MEGALOPOLIS-A NO 4,256.0,,EL,,,STUR,LIG,0.3623,6.0,6.0,0.01171875,0.01953125,60000.0,,0.0,0.76171875,0.3329,6.0,1.49,,,,,,,,,,,,,,
,MEGALOPOLIS-A NO 5,845.0,,EL,,,STUR,LIG,0.38,6.0,6.0,0.01171875,0.01953125,60000.0,,0.0,0.295857988,0.35,6.0,1.49,,,,,,,,,,,,,,
,FLORINA 1,289.0,,EL,,,STUR,LIG,0.3701,6.0,6.0,0.010380623,0.01384083,60000.0,,0.0,0.522491349,0.3401,6.0,0.94,,,,,,,,,,,,,,
,PTOLEMAIS 4,274.0,,EL,,,STUR,LIG,0.3504,6.0,6.0,0.010948905,0.016423358,60000.0,,0.0,0.547445255,0.322,6.0,1.31,,,,,,,,,,,,,,
,[AGIOS NIKOLAOS POWER CC-1 GT 1;AGIOS NIKOLAOS POWER CC-1 GT 2;AGIOS NIKOLAOS POWER CC-1 SC 1],334.0,,EL,,,COMC,GAS,0.4493,2.0,2.0,0.038709677,0.038709677,15000.0,,0.0,0.389221557,0.336975,2.0,0.44,,,,,,,,,,,,,,
,[THISVI ELPEDISON GT 1;THISVI ELPEDISON SC 1],410.0,,EL,,,COMC,GAS,0.56,2.0,2.0,0.024390244,0.024390244,15000.0,,0.0,0.56097561,0.42,2.0,0.44,,,,,,,,,,,,,,
,[THESSALONIKI POWER GT 1;THESSALONIKI POWER SC 1],400.0,,EL,,,COMC,GAS,0.561,2.0,2.0,0.023076923,0.023076923,15000.0,,0.0,0.55,0.42075,2.0,0.44,,,,,,,,,,,,,,
,THIVA HERON-2 CC 1,422.0,,EL,,,COMC,GAS,0.57,2.0,2.0,0.028436019,0.028436019,15000.0,,0.0,0.462085308,0.4275,2.0,0.44,,,,,,,,,,,,,,
,THIVA HERON-1 GT 1,49.0,,EL,,,GTUR,GAS,0.39,1.0,1.0,0.06122449,0.163265306,4000.0,,0.0,0.204081633,0.273,2.0,0.44,,,,,,,,,,,,,,
,THIVA HERON-1 GT 2,49.0,,EL,,,GTUR,GAS,0.39,1.0,1.0,0.06122449,0.163265306,4000.0,,0.0,0.204081633,0.273,2.0,0.44,,,,,,,,,,,,,,
,THIVA HERON-1 GT 3,49.0,,EL,,,GTUR,GAS,0.39,1.0,1.0,0.06122449,0.163265306,4000.0,,0.0,0.204081633,0.273,2.0,0.44,,,,,,,,,,,,,,
,[ILARIONAS 1;ILARIONAS 2;ILARIONAS A1],154.0,,EL,,,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,95550.0,,,,,
,KORINTHOS POWER CC 1,433.0,,EL,,,COMC,GAS,0.58,2.0,2.0,0.032258065,0.032258065,15000.0,,0.0,0.45034642,0.435,2.0,0.44,,,,,,,,,,,,,,
,AGIOS NIKOLAOS POWER CC-2 CC 1,432.0,,EL,,,COMC,GAS,0.58,2.0,2.0,0.03235498,0.03235498,15000.0,,0.0,0.451388889,0.435,2.0,0.44,,,,,,,,,,,,,,
,THISAVROS,384.0,,EL,,,HPHS,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,264545.5556,,100.0,0.8,,
,[AGRAS 1;AGRAS 2],50.0,,EL,,,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,0.0,,,,,
,[ASSOMATA 1;ASSOMATA 2],108.0,,EL,,,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,1415.555556,,,,,
,EDESSAIOS 1,19.0,,EL,,,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,0.0,,,,,
,GHIONA 1,8.5,,EL,,,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,0.0,,,,,
,[GLAFKOS-II NO1;GLAFKOS-II NO2],4.8,,EL,,,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,0.0,,,,,
,[KASTRAKI 1;KASTRAKI 2;KASTRAKI 3;KASTRAKI 4],320.0,,EL,,,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,13850.66667,,,,,
,[KREMASTA 1;KREMASTA 2;KREMASTA 3;KREMASTA 4],437.0,,EL,,,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,1482250.0,,,,,
,LADONAS,70.0,,EL,,,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,7012.444444,,,,,
,[LOUROS 1;LOUROS 2;LOUROS 3],10.3,,EL,,,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,0.0,,,,,
,[MAKROHORI-I NO 1;MAKROHORI-I NO 2;MAKROHORI-I NO 3],10.8,,EL,,,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,0.0,,,,,
,[PLASTIRA 1;PLASTIRA 2;PLASTIRA 3],130.0,,EL,,,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,67783.33333,,,,,
,[PIGAI AOOS 1;PIGAI AOOS 2],210.0,,EL,,,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,30576.0,,,,,
,[PLATANOVRISI 1;PLATANOVRISI 2],116.0,,EL,,,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,14740.83333,,,,,
,[POLYPHYTON 1;POLYPHYTON 2;POLYPHYTON 3],375.0,,EL,,,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,371964.4444,,,,,
,[POURNARI-II NO 1;POURNARI-II NO 2],34.0,,EL,,,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,163.3333333,,,,,
,[POURNARI-I NO 1;POURNARI-I NO 2;POURNARI-I NO 3;POURNARI-I NO A1],300.0,,EL,,,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,71760.5,,,,,
,[SFIKIA 1;SFIKIA 2;SFIKIA 3],315.0,,EL,,,HPHS,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,4018.0,,315.0,0.8,,
,[STRATOS-II NO 1;STRATOS-II NO 2],6.0,,EL,,,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,0.0,,,,,
,[STRATOS-I NO 1;STRATOS-I NO 2],150.0,,EL,,,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,778.5555556,,,,,
,Cluster Wind Onshore,1613.0,,EL,,,WTON,WIN,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,,,,,,
,Cluster Solar,2429.0,,EL,,,PHOT,SUN,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.5,1.0,0.0,,,,,,,,,,,,,,
,Cluster Other renewable,298.0,,EL,,,STUR,BIO,0.39,1.0,1.0,0.04,0.05,10728.0,,0.0,0.2,0.195,1.0,0.0,,,,,,,,,,,,,,
EL_COMC_GAS,EL_COMC_GAS,393.6382465749885,10.0,EL,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
EL_GTUR_GAS,EL_GTUR_GAS,63.448220136321126,14.0,EL,,,GTUR,GAS,0.425,0.0,0.0,0.166666666666667,0.166666666666667,,0.0,0.0,0.2,0.425,0.166666666666667,0.564705882352941,,,,,,,,,,,,,,
EL_ICEN_GAS,EL_ICEN_GAS,9.15232414123038,10.0,EL,,,ICEN,GAS,0.49,0.0,0.0,1.0,1.0,,0.0,0.0,0.3,0.49,0.0,0.489795918367347,,,,,,,,,,,,,,
EL_STUR_GAS,EL_STUR_GAS,119.95238199488148,4.0,EL,,,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,0.0,0.0,0.4,0.38,0.0,0.0,,,,,,,,,,,,,,
EL_STUR_LIG,EL_STUR_LIG,652.0,6.0,EL,,,STUR,LIG,0.393,8.0,8.0,0.0152097902097901,0.0174825174825174,,12.56164383561645,0.0,0.389,0.4075,5.0,1.0499999999999998,,,,,,,,,,,,,,
EL_PHOT_SUN,EL_PHOT_SUN,2650.0,1.0,EL,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
EL_HPHS_WAT,EL_HPHS_WAT,3102.0,1.0,EL,,,HPHS,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,1700000.0,0.0,698.9999999999999,0.8,,
EL_WTON_WIN,EL_WTON_WIN,2092.0,1.0,EL,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
ES_STUR_BIO,ES_STUR_BIO,153.8018787,4.0,ES,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,0.0,153.8018787,,,,,,,,,,
ES_COMC_GAS,ES_COMC_GAS,414.346826,64.0,ES,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
ES_GTUR_GAS,ES_GTUR_GAS,63.16975697,27.0,ES,,,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,0.0,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
ES_ICEN_GAS,ES_ICEN_GAS,9.941612802,72.0,ES,,,ICEN,GAS,0.49,0.0,0.0,1.0,1.0,,0.0,0.0,0.3,0.49,0.0,0.489795918,,,,,,,,,,,,,,
ES_STUR_HRD,ES_STUR_HRD,721.278871,13.0,ES,,,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,0.0,0.0,0.3,0.46,2.0,0.81,,,,,,,,,,,,,,
ES_STUR_NUC,ES_STUR_NUC,946.55,8.0,ES,,,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,0.0,0.0,0.5,1.0,12.0,0.0,,,,,,,,,,,,,,
ES_PHOT_SUN,ES_PHOT_SUN,6970.0,1.0,ES,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
ES_HROR_WAT,ES_HROR_WAT,2723.0,1.0,ES,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
ES_HPHS_WAT,ES_HPHS_WAT,24669.7,1.0,ES,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,13674197.4,0.0,5593.4,0.8,,
ES_WTON_WIN,ES_WTON_WIN,22772.1,1.0,ES,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
ES_STUR_WST,ES_STUR_WST,39.17908676,5.0,ES,,,STUR,WST,0.2,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,
FI_STUR_BIO,FI_STUR_BIO,170.4444444,9.0,FI,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,0.0,170.4444444,,,,,,,,,,
FI_COMC_GAS,FI_COMC_GAS,391.0,2.0,FI,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
FI_GTUR_GAS,FI_GTUR_GAS,63.30563846,16.0,FI,,,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,0.0,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
FI_STUR_HRD,FI_STUR_HRD,683.2,5.0,FI,,,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,0.0,0.0,0.3,0.46,2.0,0.81,,,,,,,,,,,,,,
FI_STUR_NUC,FI_STUR_NUC,927.3333333,3.0,FI,,,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,0.0,0.0,0.5,1.0,12.0,0.0,,,,,,,,,,,,,,
FI_STUR_OIL,FI_STUR_OIL,297.6666667,3.0,FI,,,STUR,OIL,0.33,4.0,4.0,0.02,0.02,,0.0,0.0,0.4,0.33,0.0,0.799636364,,,,,,,,,,,,,,
FI_STUR_PEA,FI_STUR_PEA,141.0469661,6.0,FI,,,STUR,PEA,0.3,4.0,4.0,0.02,0.02,,0.0,0.0,0.5,0.3,0.0,0.0,,,,,,,,,,,,,,
FI_HROR_WAT,FI_HROR_WAT,3112.0,1.0,FI,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
FI_WTON_WIN,FI_WTON_WIN,1432.0,1.0,FI,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
FI_STUR_OTH,FI_STUR_OTH,136.4705882,9.0,FI,,,STUR,OTH,0.3,4.0,4.0,0.02,0.02,,0.0,0.0,0.5,0.3,0.0,0.0,,,,,,,,,,,,,,
,GRAND MAISON,1690.0,,FR,,,HPHS,WAT,0.86,0.0,0.0,0.1775147929,0.1775147929,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,62530.0,0.0,1690.0,0.86,,
,CHOOZ 1,1500.0,,FR,,,STUR,NUC,0.405,24.0,24.0,0.0022866667,0.0022866667,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
