name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source,,,,,,,,,,,,,,,,,,,,,
BNA0194,Fernwärmeversorgungs-GmbH Dessau,,6842,Dessau-Roßlau,DE,39,Natural gas,Steam turbine,yes,1996,,51.82685,12.23003,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0199,RWE Generation SE,,41539,Dormagen,DE,586,Natural gas,Combined cycle,yes,2000,IPP,51.07908,6.82871,11WD7BRAU5G-KW-N,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0202,RWE Generation SE,,44143,Dortmund,DE,26,Natural gas,Steam turbine,yes,2004,,51.51973,7.47697,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0207,DREWAG Stadtwerke Dresden GmbH,Oederaner Str. 21 - 25,1169,Dresden ,DE,260,Natural gas,Combined cycle,yes,1995,,51.042119,13.708597,11WD8DRES5X---PZ,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0213,Stadtwerke Duisburg AG,Wanheimer Straße 439-454,47249,Duisburg,DE,40,Natural gas,Steam turbine,yes,2002,,51.390662,6.747783,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0214,Stadtwerke Duisburg AG,Wanheimer Straße 439-454,47249,Duisburg,DE,234,Natural gas,Combined cycle,yes,2005,,51.390662,6.747783,11WD7RHAU5G-3--3,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0220,Stadtwerke Düsseldorf AG,Auf der Lausward 75,40221,Düsseldorf,DE,100,Natural gas,Combined cycle,yes,2000,,51.22138,6.73131,11WD7NORF5G--KWG,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0221a,Stadtwerke Düsseldorf AG,Auf der Lausward 75,40221,Düsseldorf,DE,64.7,Natural gas,Gas turbine,no,1975,,51.22116,6.73193,11WD7NORF5G--KWG,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0221b,Stadtwerke Düsseldorf AG,Auf der Lausward 75,40221,Düsseldorf,DE,66.7,Natural gas,Gas turbine,no,1974,,51.22116,6.73193,11WD7NORF5G--KWG,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0221c,Stadtwerke Düsseldorf AG,Auf der Lausward 75,40221,Düsseldorf,DE,293,Natural gas,Steam turbine,yes,1977,,51.22138,6.73131,11WD7NORF5G--KWG,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0232c,Sappi Ehingen GmbH,Kessel 6 - Turbine 4,89584,Ehingen,DE,4,Natural gas,Steam turbine,yes,1977,,48.26693,9.72626,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0233,Stora Enso Sachsen GmbH,Am Schanzberg 1,4838,Eilenburg,DE,46.6,Natural gas,Steam turbine,yes,1993,,51.46561,12.59204,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0239,Uniper Kraftwerke GmbH ,,26931,Elsfleth,DE,321,Natural gas,Gas turbine,no,1978,,53.18969,8.40869,11WD2HUKW000298J,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0243,Palm Power GmbH & Co. KG,Industriestraße 23,97483,Eltmann,DE,57,Natural gas,Steam turbine,yes,2007,,49.984,10.65137,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0245b,Statkraft Markets GmbH,,26725,Emden,DE,433,Natural gas,Steam turbine,no,1973,,53.34217,7.20624,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0255,SWE Energie GmbH,,99085,Erfurt,DE,11,Natural gas,Steam turbine,yes,1996,,50.978567,11.05158,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0256a,SWE Energie GmbH,,99087,Erfurt,DE,76.5,Natural gas,Combined cycle,yes,1999,,50.989612,11.027635,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0256b,SWE Energie GmbH,,99087,Erfurt,DE,32.6,Natural gas,Combined cycle,yes,2014,,50.989612,11.027635,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0261a,Erlanger Stadtwerke AG, Äußere Bruckerstr. 33,91052,Erlangen,DE,21.6,Natural gas,Combined cycle,yes,2005,,49.59297,11.00162,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0261c,Erlanger Stadtwerke AG, Äußere Bruckerstr. 33,A-91052,Erlangen,DE,6.7,Natural gas,Combined cycle,yes,2014,,49.593492,11.001093,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0284,Stadtwerke Frankfurt (Oder) GmbH,,15236,Frankfurt Oder,DE,48,Natural gas,Combined cycle,yes,1997,,52.346,14.546,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0285,Mainova AG,Lyoner Straße  8,60528,Frankfurt am Main,DE,70,Natural gas,Steam turbine,yes,2004,,50.0856,8.62785,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0286,Mainova AG,Gutleutstraße 231,60627,Frankfurt am Main,DE,99,Natural gas,Steam turbine,yes,1994,,50.09843,8.65313,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0288,Mainova AG,Lyoner Straße  9,60528,Frankfurt am Main,DE,56,Natural gas,Steam turbine,yes,,,50.0856,8.62785,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0293,Rhodia Acetow GmbH,,79108,Freiburg,DE,38.6,Natural gas,Combined cycle,yes,1998,,48.020738,7.84588,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0343,Energieversorgung Gera GmbH,Siemensstraße 45,7546,Gera,DE,74,Natural gas,Steam turbine,yes,1996,,50.9076,12.06102,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0354,Georg-August-Universität Göttingen Stiftung Öffentlichen Rechts,Rudolf-Diesel-Straße 1,37075,Göttingen,DE,18.8,Natural gas,Steam turbine,yes,1998,,51.55337,9.93374,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0360,Stadtwerke Greifswald GmbH,,17489,Greifswald,DE,14.7,Natural gas,Gas turbine,yes,1996,,54.07039,13.39886,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0361,KGW - Kraftwerk Grenzach-Wyhlen GmbH,,79639,Grenzach-Wyhlen,DE,30,Natural gas,Steam turbine,yes,2017,,47.53971,7.706923,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0374,Uniper Kraftwerke GmbH ,,63538,Großkrotzenburg,DE,572,Natural gas,Steam turbine,no,1977,,50.088553,8.953399,11WD2STAU0001800,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0386,Mohn Media Mohndruck GmbH,Carl Bertelsmann Straße 161,33334,Gütersloh,DE,25,Natural gas,Steam turbine,yes,1994,,51.907326,8.408835,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0389,Mark-E AG,,58099,Hagen,DE,230,Natural gas,Steam turbine,no,1980,,51.41103,7.49171,11WD7GARE5XHAKW5,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0392a,EVH GmbH,Dieselstraße 141,6130,Halle,DE,97,Natural gas,Steam turbine,yes,2005,,51.48096,11.96427,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0392b,Heizkraftwerk Halle-Trotha GmbH,Brachwitzer Straße 23,6130,Halle,DE,56.1,Natural gas,Combined cycle,yes,2013,,51.52353,11.94337,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0400,Wärme Hamburg GmbH,Andreas-Meyer-Straße 8,22113,Hamburg,DE,127,Natural gas,Combined cycle,yes,2009,,53.52672755,10.06583691,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0401,ADM Hamburg Aktiengesellschaft,Nippoldstr. 117,21107,Hamburg,DE,22.5,Natural gas,Steam turbine,yes,1993,,53.517684,9.950793,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0410,Trianel Gaskraftwerk Hamm GmbH & Co. KG ,Trianelstraße 1,59071,Hamm,DE,407,Natural gas,Combined cycle,no,2008,,51.67395,7.92915,11WD7STUM----KW9,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0411,Trianel Gaskraftwerk Hamm GmbH & Co. KG ,Trianelstraße 1,59071,Hamm,DE,410,Natural gas,Combined cycle,no,2008,,51.67395,7.92915,11WD7STUM----KW9,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0418,enercity AG,,30169,Hannover,DE,230,Natural gas,Combined cycle,yes,1998,,52.372917,9.714194,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0419,enercity AG,,30419,Hannover,DE,102,Natural gas,Steam turbine,yes,1975,,52.42,9.648611,11WD2HERR5GKW--1,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0442,Mark-E AG / Statkraft Markets,,58313,Herdecke,DE,417,Natural gas,Combined cycle,no,2007,,51.40313,7.4155,11WD7GARE5XHEKWQ,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0444,K+S AG,,A-36266,Heringen,DE,69,Natural gas,Combined cycle,yes,2009,IPP,50.89401,9.99724,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0497,Infraserv GmbH & Co. Höchst KG,,65926,Industriepark Höchst,DE,96.5,Natural gas,Steam turbine,yes,2012,,50.09178,8.53105,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0499,Infraserv GmbH & Co. Höchst KG,,65926,Industriepark Höchst,DE,86,Natural gas,Steam turbine,yes,2003,,50.09178,8.53105,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0504,TEAG Thüringer Energie AG,,7749,Jena,DE,182,Natural gas,Combined cycle,yes,1996,,50.896881,11.585703,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0510a,"SWK Stadtwerke Kaiserslautern, Versorgungs-AG",,67655,Kaiserslautern,DE,11.6,Natural gas,Steam turbine,yes,1989,,49.434659,7.760234,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0514,EnBW Energie Baden-Württemberg AG,Fettweisstraße 42,76189,Karlsruhe,DE,353,Natural gas,Combined cycle,no,1998,,49.0125,8.302778,11WD4DAXLA-2S--6,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0515,Stadtwerke Karlsruhe GmbH,,76189,Karlsruhe,DE,37,Natural gas,Steam turbine,yes,1984,,49.014444,8.348056,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0521,Städtische Werke Energie + Wärme GmbH,,34134,Kassel,DE,48.31,Natural gas,Steam turbine,yes,1988,,51.279099,9.484012,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0527,Stadtwerke Kiel AG,,24116,Kiel,DE,21.5,Natural gas,Steam turbine,yes,2005,,54.327536,10.12674,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0531,Energieservice Westfalen Weser GmbH,,32278,Kirchlengern,DE,125,Natural gas,Combined cycle,no,1981,,52.19507,8.6482,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0544,RheinEnergie AG,,50677,Köln,DE,35,Natural gas,Combined cycle,yes,1994,,50.91697,6.95725,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0545,RheinEnergie AG,,50735,Köln,DE,413,Natural gas,Combined cycle,yes,2005,,50.97492,6.98803,11WD7BOLA--KWNIK,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0546,RheinEnergie AG,,50769,Köln,DE,108,Natural gas,Combined cycle,yes,2004,,51.01781,6.96435,11WD7FUEH5GMEKW7,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0548a,Knapsack Power GmbH & Co. KG,,50351,Hürth-Knapsack,DE,800,Natural gas,Combined cycle,no,2007,,50.861708,6.842353,11WD7KWKN----KW1,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0548b,Statkraft Markets GmbH,,50351,Hürth-Knapsack,DE,430,Natural gas,Combined cycle,no,2013,,50.861708,6.842353,11WD7KWKN1GBL203,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0556a,Cargill Deutschland GmbH,Düsseldorfer Str. 191,47809,Krefeld,DE,25.8,Natural gas,Steam turbine,yes,1999,,51.339183,6.664238,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0556b,Cargill Deutschland GmbH,Düsseldorfer Str. 191,47809,Krefeld,DE,14,Natural gas,Combustion Engine,yes,1999,,51.339183,6.664238,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0574a,Statkraft Markets GmbH,,31628,Landesbergen,DE,56,Natural gas,Gas turbine,no,1973,,52.54585,9.11363,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0574b,Statkraft Markets GmbH,,31628,Landesbergen,DE,431,Natural gas,Steam turbine,no,1973,,52.54585,9.11363,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0588,Stadtwerke Leipzig GmbH,,4105,Leipzig,DE,167,Natural gas,Combined cycle,yes,1996,,51.35119,12.37843,11WD8LEIP5X----6,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0592,InfraLeuna GmbH,,6237,Leuna,DE,39,Natural gas,Combined cycle,no,1998,,51.29976,12.0193,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0593,InfraLeuna GmbH,,6237,Leuna,DE,35,Natural gas,Combined cycle,yes,1994,,51.29976,12.0193,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0594,TOTAL Raffinerie Mitteldeutschland GmbH,,6237,Leuna,DE,35,Natural gas,Combined cycle,yes,1994,,51.29976,12.0193,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0595,InfraLeuna GmbH,,6237,Leuna,DE,37,Natural gas,Combined cycle,yes,1994,,51.29976,12.0193,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0600a,Currenta GmbH & Co. OHG,"CHEMPARK, Geb. X 50",51368,Leverkusen,DE,25,Natural gas,Steam turbine,yes,1981,IPP,51.01443,6.98733,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0602,RWE Generation SE,,49811,Lingen,DE,116,Natural gas,Combined cycle,yes,1974,,52.481878,7.306658,11WD7EMSL-G-KW-T,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0603,RWE Generation SE,,49811,Lingen,DE,116,Natural gas,Combined cycle,yes,1973,,52.481878,7.306658,11WD7EMSL-G-KW-T,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0604,RWE Generation SE,,49811,Lingen,DE,359,Natural gas,Combined cycle,yes,1973,,52.481878,7.306658,11WD7EMSL-G-KW-T,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0605,RWE Generation SE,,49811,Lingen,DE,359,Natural gas,Combined cycle,yes,1974,,52.481878,7.306658,11WD7EMSL-G-KW-T,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0606,RWE Generation SE,,49811,Lingen,DE,887,Natural gas,Combined cycle,yes,2010,,52.481878,7.306658,11WD7EMSL-G-KW-T,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0614a,BASF SE,A 855,67056,Ludwigshafen,DE,47,Natural gas,Gas turbine,yes,1992,,49.51395,8.43151,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0614b,BASF SE,A 800,67056,Ludwigshafen,DE,497.5,Natural gas,Combined cycle,yes,2005,IPP,49.51373,8.431556,11WD7LUDW2GA800M,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0615,BASF SE,C 200,67056,Ludwigshafen,DE,410,Natural gas,Combined cycle,yes,1997,IPP,49.513617,8.431603,11WD7LUDW5GSUEDE,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0626,Kraftwerke Mainz-Wiesbaden AG,,55120,Mainz,DE,434.2,Natural gas,Combined cycle,yes,2000,,50.026426,8.237935,11WD7BISC5GKW23O,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0627,Kraftwerke Mainz-Wiesbaden AG,,55120,Mainz,DE,335,Natural gas,Combined cycle,yes,1976,,50.0252,8.24292,11WD7BISC5GKW23O,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0658,Evonik Degussa GmbH,Paul-Baumann-Str. 1,45772,Marl,DE,61.13,Natural gas,Combined cycle,yes,1973,IPP,51.68037,7.09688,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0659,Evonik Degussa GmbH,Paul-Baumann-Str. 1,45772,Marl,DE,77.57,Natural gas,Combined cycle,yes,1974,IPP,51.68037,7.09688,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0681,SWM Services GmbH,,80807,München,DE,80,Natural gas,Gas turbine,yes,,,48.188278,11.594954,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0682,SWM Services GmbH,,80807,München,DE,80,Natural gas,Gas turbine,no,,,48.188278,11.594954,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0683a,SWM Services GmbH,,81371,München,DE,79.7,Natural gas,Combined cycle,yes,1980,,48.1351253,11.5819806,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0683b,SWM Services GmbH,,81371,München,DE,97.9,Natural gas,Combined cycle,yes,1980,,48.1351253,11.5819806,11WD2SUE1000099L,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0683c,SWM Services GmbH,,81371,München,DE,97.9,Natural gas,Combined cycle,yes,1980,,48.1351253,11.5819806,11WD2SUE1000099L,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0684a,SWM Services GmbH,,81371,München,DE,124.9,Natural gas,Combined cycle,yes,2004,,48.1351253,11.5819806,11WD2SUE2000103B,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0684b,SWM Services GmbH,,81371,München,DE,123.9,Natural gas,Combined cycle,yes,2004,,48.1351253,11.5819806,11WD2SUE2000103B,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0684c,SWM Services GmbH,,81371,München,DE,127.6,Natural gas,Combined cycle,yes,2004,,48.1351253,11.5819806,11WD2SUE2000103B,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0685,Stadtwerke Münster GmbH,,48145,Münster,DE,104.14,Natural gas,Combined cycle,yes,2005,,51.950086,7.641276,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0688,Neubrandenburger Stadtwerke GmbH,,17034,Neubrandenburg,DE,75,Natural gas,Combined cycle,yes,1997,,53.5745,13.295142,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0702,Bayernoil Raffineriegesellschaft mbH,Postfach 1252,93328,Neustadt,DE,25.4,Natural gas,Steam turbine,yes,1996,,48.78789,11.75617,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0734,Lausitz Energie Kraftwerke AG,,15806,Nunsdorf,DE,37.5,Natural gas,Gas turbine,no,1989,,52.23015,13.30195,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0735,Lausitz Energie Kraftwerke AG,,15806,Nunsdorf,DE,37.5,Natural gas,Gas turbine,no,,,52.23015,13.30195,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0736,Lausitz Energie Kraftwerke AG,,15806,Nunsdorf,DE,37.5,Natural gas,Gas turbine,no,,,52.23015,13.30195,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0737,Lausitz Energie Kraftwerke AG,,15806,Nunsdorf,DE,37.5,Natural gas,Gas turbine,no,,,52.23015,13.30195,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0738,Lausitz Energie Kraftwerke AG,,15806,Nunsdorf,DE,36.5,Natural gas,Gas turbine,no,1987,,52.23015,13.30195,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0739,Lausitz Energie Kraftwerke AG,,15806,Nunsdorf,DE,36.5,Natural gas,Gas turbine,no,1987,,52.23015,13.30195,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0740,Lausitz Energie Kraftwerke AG,,15806,Nunsdorf,DE,36.5,Natural gas,Gas turbine,no,1987,,52.23015,13.30195,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0741,Lausitz Energie Kraftwerke AG,,15806,Nunsdorf,DE,36.5,Natural gas,Gas turbine,no,1987,,52.23015,13.30195,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0742,N-ERGIE AG,Sandreuthstr. 51,90441,Nürnberg,DE,75,Natural gas,Combined cycle,yes,2005,,49.438611,11.060556,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0743,N-ERGIE AG,Sandreuthstr. 51,90441,Nürnberg,DE,75,Natural gas,Combined cycle,yes,2005,,49.438611,11.060556,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0744,Uniper Kraftwerke GmbH ,,90449,Nürnberg,DE,383,Natural gas,Combined cycle,no,1973,,49.420836,11.007737,11WD2GEBE000177K,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0745,Uniper Kraftwerke GmbH ,,90449,Nürnberg,DE,440,Natural gas,Combined cycle,no,1976,,49.420836,11.007737,11WD2GEBE000177K,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0752,Energieversorgung Oberhausen AG,,46045,Oberhausen,DE,23.1,Natural gas,Steam turbine,yes,1971,,51.470671,6.861598,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0753,Energieversorgung Oberhausen AG,,46147,Oberhausen,DE,24.5,Natural gas,Steam turbine,yes,1996,,51.470671,6.861598,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0755a,Kraftwerk Obernburg GmbH,,63784,Obernburg,DE,40,Natural gas,Combined cycle,yes,1920,IPP,49.82935,9.14824,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0755b,Kraftwerk Obernburg GmbH,,63784,Obernburg,DE,60,Natural gas,Combined cycle,yes,1995,IPP,49.82935,9.14824,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0799,Heizkraftwerk Pforzheim GmbH,Hohwiesenweg 15,75175,Pforzheim,DE,11.3,Natural gas,Steam turbine,yes,,,48.88316,8.6653,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0800,Heizkraftwerk Pforzheim GmbH,Hohwiesenweg 15,75175,Pforzheim,DE,41.2,Natural gas,Combined cycle,yes,1980,,48.88316,8.6653,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0804,K+S AG,,36269,Philippsthal,DE,52,Natural gas,Steam turbine,yes,2013,,50.8379786,9.9987787,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0805,Kraftwerk Platting GmbH,,94447,Plattling,DE,118.5,Natural gas,Combined cycle,yes,2010,IPP,48.78742,12.88246,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0810,Uniper Kraftwerke GmbH ,,32457,Porta Westfalica,DE,65,Natural gas,Gas turbine,no,1974,,52.19004,8.93318,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
BNA0811,Uniper Kraftwerke GmbH ,,32457,Porta Westfalica,DE,335,Natural gas,Steam turbine,no,1975,,52.18696,8.93018,,Fossil fuels,Natural gas,,,,BNetzA/UBA,,,,,,,,,,,,,,,,,,,,,
